0.8700000000, 2.4600000000
0.8500000000, 2.9600000000
0.8600000000, 3.4900000000
0.8600000000, 4.0700000000
0.8900000000, 4.0600000000
0.9100000000, 5.1000000000
0.9100000000, 5.3500000000
0.9200000000, 5.8700000000
0.9300000000, 6.1700000000
0.9200000000, 6.3300000000
0.9600000000, 6.5800000000
0.9400000000, 7.5100000000
0.9300000000, 8.3700000000
0.9500000000, 8.2500000000
0.9900000000, 8.5200000000
0.9700000000, 9.0800000000
1.0000000000, 9.6300000000
1.0000000000, 9.4200000000
1.0200000000, 9.5200000000
1.0300000000, 10.3900000000
1.0200000000, 11.7800000000
1.0500000000, 11.4700000000
1.0500000000, 11.9800000000
1.0600000000, 12.1500000000
1.0600000000, 12.7500000000
1.0900000000, 12.0800000000
1.1100000000, 13.9100000000
1.1000000000, 13.4300000000
1.1100000000, 13.6700000000
1.1000000000, 15.6400000000
1.1300000000, 15.1300000000
1.1600000000, 14.4900000000
1.1600000000, 15.1000000000
1.1500000000, 16.7800000000
1.1700000000, 16.0300000000
1.1900000000, 18.0500000000
1.2000000000, 17.1800000000
1.2200000000, 16.7100000000
1.2600000000, 17.6700000000
1.2700000000, 18.0700000000
1.3000000000, 19.4500000000
1.2800000000, 18.4200000000
1.3300000000, 19.5800000000
1.3700000000, 19.8100000000
1.3700000000, 21.4900000000
1.3800000000, 20.4300000000
1.4200000000, 20.0300000000
1.4300000000, 20.0800000000
1.4600000000, 21.5300000000
