0.9900000000, 2.7100000000
1.0200000000, 3.0700000000
1.0000000000, 3.6000000000
1.0000000000, 3.9900000000
1.0000000000, 4.8000000000
1.0000000000, 4.6200000000
1.0000000000, 5.3100000000
1.0500000000, 5.9000000000
1.0500000000, 6.4400000000
1.0500000000, 6.9900000000
1.0600000000, 7.6900000000
1.1000000000, 7.2400000000
1.1000000000, 8.4800000000
1.1000000000, 8.5800000000
1.0900000000, 8.3200000000
1.1200000000, 8.9700000000
1.1100000000, 10.4500000000
1.1300000000, 9.7200000000
1.1300000000, 9.7600000000
1.1500000000, 11.8400000000
1.1700000000, 11.3400000000
1.1500000000, 10.7600000000
1.1700000000, 12.0100000000
1.1800000000, 12.0800000000
1.2000000000, 12.7500000000
1.2000000000, 13.1100000000
1.2100000000, 14.3400000000
1.2300000000, 13.4200000000
1.2200000000, 14.0400000000
1.2500000000, 14.5900000000
1.2500000000, 15.7700000000
1.2700000000, 14.3100000000
1.2700000000, 15.7000000000
1.2900000000, 15.3300000000
1.3000000000, 16.6600000000
1.2900000000, 17.3300000000
1.3200000000, 17.5300000000
1.3300000000, 18.1200000000
1.3400000000, 17.7800000000
1.3500000000, 18.4100000000
1.3700000000, 18.2300000000
1.3500000000, 19.0700000000
1.4000000000, 20.1400000000
1.3700000000, 20.4200000000
1.3900000000, 20.0200000000
1.3900000000, 20.3800000000
1.4100000000, 22.1600000000
1.4100000000, 22.2700000000
1.4300000000, 22.7300000000
