0.9800000000, 3.1200000000
0.9800000000, 3.3700000000
0.9900000000, 4.0200000000
1.0200000000, 4.4900000000
1.0400000000, 5.3700000000
1.0500000000, 5.4900000000
1.0200000000, 5.9800000000
1.0400000000, 7.0100000000
1.0600000000, 6.8400000000
1.0600000000, 7.5300000000
1.1000000000, 7.4800000000
1.1000000000, 8.0300000000
1.1100000000, 8.5200000000
1.1400000000, 8.9200000000
1.1300000000, 9.2800000000
1.1100000000, 10.1700000000
1.1400000000, 11.1200000000
1.1800000000, 10.8600000000
1.1800000000, 10.4100000000
1.1800000000, 11.8300000000
1.1700000000, 11.3000000000
1.2100000000, 12.3100000000
1.2000000000, 12.2100000000
1.2200000000, 12.9300000000
1.2400000000, 13.6700000000
1.2300000000, 14.3000000000
1.2400000000, 14.4000000000
1.2300000000, 14.1500000000
1.2900000000, 14.6700000000
1.2400000000, 16.7700000000
1.2800000000, 14.8400000000
1.2800000000, 15.4100000000
1.3100000000, 15.3300000000
1.2900000000, 17.5000000000
1.3100000000, 16.0800000000
1.3400000000, 16.6600000000
1.3400000000, 19.1700000000
1.3700000000, 17.4500000000
1.3500000000, 18.6700000000
1.3800000000, 18.6300000000
1.3700000000, 19.1800000000
1.3900000000, 19.8600000000
1.4400000000, 19.7200000000
1.4100000000, 20.7700000000
1.4100000000, 20.0700000000
1.4300000000, 20.8200000000
1.4200000000, 21.1800000000
1.4000000000, 22.6500000000
1.4500000000, 21.7900000000
1.4800000000, 21.9800000000
1.5100000000, 22.9400000000
1.5700000000, 21.3800000000
1.5600000000, 23.5600000000
1.5700000000, 22.4700000000
1.5800000000, 21.2100000000
1.5900000000, 21.5200000000
1.6200000000, 22.7400000000
1.6600000000, 22.2800000000
1.6900000000, 21.8700000000
1.7000000000, 23.6700000000
1.7100000000, 22.9900000000
1.7300000000, 21.0800000000
1.7600000000, 23.4700000000
1.7700000000, 22.6800000000
1.7900000000, 23.0300000000
1.8300000000, 24.4900000000
1.8500000000, 23.5000000000
1.8800000000, 24.3000000000
1.8900000000, 23.8300000000
1.8900000000, 25.5300000000
1.9200000000, 23.8300000000
1.9600000000, 23.9700000000
2.0000000000, 23.6000000000
1.9900000000, 23.6800000000
2.0300000000, 23.5000000000
2.0500000000, 24.0900000000
2.0600000000, 25.0300000000
2.1100000000, 25.7900000000
2.0900000000, 25.0500000000
2.1500000000, 25.2200000000
2.1400000000, 25.7600000000
2.1900000000, 26.9600000000
2.2000000000, 26.2600000000
2.2300000000, 25.8800000000
2.2600000000, 25.4100000000
2.2500000000, 26.8400000000
2.2700000000, 26.9000000000
2.3400000000, 27.6100000000
2.3400000000, 26.4500000000
2.3200000000, 26.7900000000
2.3800000000, 27.1700000000
2.3800000000, 27.1300000000
2.4100000000, 27.5500000000
2.4400000000, 27.6900000000
2.4200000000, 28.7900000000
2.4700000000, 27.0900000000
2.5300000000, 28.5000000000
2.5200000000, 28.7500000000
2.5300000000, 0.0000000000
2.5700000000, 0.0100000000
